

$GPGGA,073630.000,4825.0728,N,00428.3284,W,1,07,1.2,99.9,M,52.0,M,,0000*70
$GPGGA,073632.000,4825.0732,N,00428.3289,W,1,07,1.2,100.1,M,52.0,M,,0000*4D
$GPGGA,075431.000,4825.0749,N,00428.3300,W,1,04,2.1,91.8,M,52.0,M,,0000*75
$GPGGA,075433.000,4825.0751,N,00428.3299,W,1,04,2.1,91.7,M,52.0,M,,0000*70
$GPGGA,075434.000,4825.0750,N,00428.3298,W,1,05,2.0,91.8,M,52.0,M,,0000*78
$GPGGA,075436.000,4825.0748,N,00428.3296,W,1,05,2.0,91.8,M,52.0,M,,0000*7D
$GPGGA,075438.000,4825.0743,N,00428.3290,W,1,04,2.1,91.7,M,52.0,M,,0000*71
$GPGGA,075439.000,4825.0741,N,00428.3287,W,1,04,2.1,91.7,M,52.0,M,,0000*74
$GPGGA,075441.000,4825.0735,N,00428.3287,W,1,05,2.0,91.7,M,52.0,M,,0000*78
$GPGGA,075443.000,4825.0728,N,00428.3293,W,1,04,2.1,91.7,M,52.0,M,,0000*73
$GPGGA,075444.000,4825.0725,N,00428.3294,W,1,04,2.1,91.7,M,52.0,M,,0000*7E
$GPGGA,075446.000,4825.0725,N,00428.3296,W,1,04,2.1,91.6,M,52.0,M,,0000*7F
$GPGGA,075448.000,4825.0726,N,00428.3300,W,1,04,2.1,91.5,M,52.0,M,,0000*7F
$GPGGA,075449.000,4825.0726,N,00428.3304,W,1,04,2.1,91.5,M,52.0,M,,0000*7A
$GPGGA,075451.000,4825.0728,N,00428.3308,W,1,04,2.1,91.4,M,52.0,M,,0000*70
$GPGGA,075453.000,4825.0726,N,00428.3308,W,1,04,2.1,91.4,M,52.0,M,,0000*7C
$GPGGA,075454.000,4825.0725,N,00428.3313,W,1,05,1.9,91.4,M,52.0,M,,0000*78
$GPGGA,075456.000,4825.0725,N,00428.3317,W,1,05,1.9,91.6,M,52.0,M,,0000*7C
